loc,std,height,loss
0.2,0.0,9000,909518307328.0
0.2,0.001,9000,907313086464.0
0.2,0.002,9000,909498384384.0
0.2,0.003,9000,1113428066304.0
0.2,0.004,9000,1664770506752.0
0.2,0.005,9000,1710445559808.0
0.2,0.006,9000,2150987595776.0
0.2,0.007,9000,4570020315136.0
0.2,0.008,9000,5028168335360.0
0.2,0.009000000000000001,9000,5882672316416.0
0.2,0.01,9000,7889953488896.0
0.2,0.011,9000,13098136109056.0
0.2,0.012,9000,16073796616192.0
0.2,0.013000000000000001,9000,18161780916224.0
0.2,0.014,9000,21874232786944.0
0.2,0.015,9000,28451689988096.0
0.2,0.016,9000,36204816891904.0
0.2,0.017,9000,38251972788224.0
0.2,0.018000000000000002,9000,41353006284800.0
0.2,0.019,9000,45680961781760.0
0.2,0.02,9000,51284820361216.0
0.2,0.021,9000,55783794409472.0
0.2,0.022,9000,57248378257408.0
0.2,0.023,9000,59309811564544.0
0.2,0.024,9000,61797478432768.0
0.2,0.025,9000,65241916375040.0
0.2,0.026000000000000002,9000,68336243179520.0
0.2,0.027,9000,70175680364544.0
0.2,0.028,9000,72790510141440.0
0.2,0.029,9000,76520957673472.0
0.2,0.03,9000,81844032765952.0
0.2,0.031,9000,89605114167296.0
0.2,0.032,9000,94702032388096.0
0.2,0.033,9000,101191040106496.0
0.2,0.034,9000,109488103227392.0
0.2,0.035,9000,120346711687168.0
0.2,0.036000000000000004,9000,135129938788352.0
0.2,0.037,9000,149593677365248.0
0.2,0.038,9000,158429918265344.0
0.2,0.039,9000,168685964623872.0
0.2,0.04,9000,181058456780800.0
0.2,0.041,9000,194977640480768.0
0.2,0.042,9000,211340224364544.0
0.2,0.043000000000000003,9000,224134546063360.0
0.2,0.044,9000,230038666477568.0
0.2,0.045,9000,236362787717120.0
0.2,0.046,9000,243091441188864.0
0.2,0.047,9000,250090627268608.0
0.2,0.048,9000,257660171583488.0
0.2,0.049,9000,263897974046720.0
0.2,0.05,9000,264623135653888.0
0.2,0.051000000000000004,9000,265468287909888.0
0.2,0.052000000000000005,9000,266557179559936.0
0.2,0.053,9000,267674441482240.0
0.2,0.054,9000,268883592216576.0
0.2,0.055,9000,270235533836288.0
0.2,0.056,9000,271399235092480.0
0.2,0.057,9000,272461702627328.0
0.2,0.058,9000,273673890037760.0
0.2,0.059000000000000004,9000,274986019323904.0
0.2,0.06,9000,276266355785728.0
0.2,0.061,9000,277872958767104.0
0.2,0.062,9000,279717596889088.0
0.2,0.063,9000,281258668064768.0
0.2,0.064,9000,282909059579904.0
0.2,0.065,9000,284677445255168.0
0.2,0.066,9000,286455024844800.0
0.2,0.067,9000,288609521369088.0
0.2,0.068,9000,290711807197184.0
0.2,0.069,9000,293100043894784.0
0.2,0.07,9000,295222328164352.0
0.2,0.07100000000000001,9000,296953971736576.0
0.2,0.07200000000000001,9000,298745140871168.0
0.2,0.073,9000,300583453982720.0
0.2,0.074,9000,302494479548416.0
0.2,0.075,9000,304601496551424.0
0.2,0.076,9000,306629224431616.0
0.2,0.077,9000,308894014373888.0
0.2,0.078,9000,310522511622144.0
0.2,0.079,9000,311916798935040.0
0.2,0.08,9000,313263506063360.0
0.2,0.081,9000,314650478510080.0
0.2,0.082,9000,316096976519168.0
0.2,0.083,9000,317540219748352.0
0.2,0.084,9000,319174421250048.0
0.2,0.085,9000,320889254051840.0
0.2,0.08600000000000001,9000,322124828901376.0
0.2,0.08700000000000001,9000,323286483337216.0
0.2,0.088,9000,324551351205888.0
0.2,0.089,9000,325933928022016.0
0.2,0.09,9000,327436931694592.0
0.2,0.091,9000,328819240075264.0
0.2,0.092,9000,330538636279808.0
0.2,0.093,9000,332210385190912.0
0.2,0.094,9000,333918473551872.0
0.2,0.095,9000,335469090963456.0
0.2,0.096,9000,336862807851008.0
0.2,0.097,9000,338146331983872.0
0.2,0.098,9000,339456632553472.0
0.2,0.099,9000,341101537918976.0
0.2,0.1,9000,342811807318016.0
0.20600000000000002,0.0,9000,905310633984.0
0.20600000000000002,0.001,9000,895276810240.0
0.20600000000000002,0.002,9000,1112628658176.0
0.20600000000000002,0.003,9000,1109352906752.0
0.20600000000000002,0.004,9000,1227776983040.0
0.20600000000000002,0.005,9000,2234914439168.0
0.20600000000000002,0.006,9000,2870289891328.0
0.20600000000000002,0.007,9000,3261441507328.0
0.20600000000000002,0.008,9000,4547228467200.0
0.20600000000000002,0.009000000000000001,9000,7681664352256.0
0.20600000000000002,0.01,9000,9208395202560.0
0.20600000000000002,0.011,9000,10418061836288.0
0.20600000000000002,0.012,9000,12933144772608.0
0.20600000000000002,0.013000000000000001,9000,17904129015808.0
0.20600000000000002,0.014,9000,21514405543936.0
0.20600000000000002,0.015,9000,23195881046016.0
0.20600000000000002,0.016,9000,25684198031360.0
0.20600000000000002,0.017,9000,29544029356032.0
0.20600000000000002,0.018000000000000002,9000,34946993356800.0
0.20600000000000002,0.019,9000,39658796875776.0
0.20600000000000002,0.02,9000,41770255646720.0
0.20600000000000002,0.021,9000,44490853187584.0
0.20600000000000002,0.022,9000,48189377871872.0
0.20600000000000002,0.023,9000,53122328166400.0
0.20600000000000002,0.024,9000,57039606775808.0
0.20600000000000002,0.025,9000,58521978667008.0
0.20600000000000002,0.026000000000000002,9000,60466973900800.0
0.20600000000000002,0.027,9000,63014115999744.0
0.20600000000000002,0.028,9000,66397174497280.0
0.20600000000000002,0.029,9000,70040619581440.0
0.20600000000000002,0.03,9000,72306554568704.0
0.20600000000000002,0.031,9000,75173336186880.0
0.20600000000000002,0.032,9000,79164619096064.0
0.20600000000000002,0.033,9000,84571823538176.0
0.20600000000000002,0.034,9000,91983846572032.0
0.20600000000000002,0.035,9000,98459407351808.0
0.20600000000000002,0.036000000000000004,9000,104998310510592.0
0.20600000000000002,0.037,9000,113076472905728.0
0.20600000000000002,0.038,9000,123494083854336.0
0.20600000000000002,0.039,9000,137009112809472.0
